Recipe Name,Cusine,Dish Type,INGREDIENTS,Preparation Time,Cooking Time,Preparation Steps,Cooking Steps,Img URL,Total Time
Dahi Bhalla,Indian,Snack,"URAD DAL, YOGURT, TAMARIND CHUTNEY, GREEN CHUTNEY, CHAAT MASALA, RED CHILI POWDER, SALT",45,60,"1. Soak 1 cup urad dal overnight. 2. Grind the soaked dal into a smooth batter. 3. Heat oil in a pan, shape the batter into small balls, and deep fry them.","1. Soak the fried balls in water for 10 minutes. 2. Squeeze out excess water and arrange them on a plate. 3. Drizzle yogurt, tamarind chutney, green chutney, and sprinkle chaat masala, red chili powder, and salt. Serve immediately.",https://i0.wp.com/binjalsvegkitchen.com/wp-content/uploads/2021/11/Dahi-Vada-H1.jpg?fit=600%2C900&ssl=1,105
Aloo Chaat,Indian,Snack,"POTATO, TAMARIND CHUTNEY, GREEN CHUTNEY, CHAAT MASALA, RED CHILI POWDER, SALT, CORIANDER",30,40,"1. Boil 4-5 potatoes and cut them into small cubes. 2. In a bowl, mix the potato cubes with tamarind chutney, green chutney, chaat masala, red chili powder, and salt to taste.",1. Garnish with coriander leaves and serve immediately.,https://www.indianhealthyrecipes.com/wp-content/uploads/2021/07/aloo-chaat-recipe.jpg,70
Chana Chaat,Indian,Snack,"CHICKPEAS, ONION, TOMATO, CUCUMBER, GREEN CHILIES, TAMARIND CHUTNEY, GREEN CHUTNEY, CHAAT MASALA, SALT",30,40,"1. Soak 1/2 cup chickpeas overnight and boil them. 2. Chop 1 onion, 1 tomato, and 1 cucumber. 3. Mix the boiled chickpeas with the chopped vegetables.","1. Add tamarind chutney, green chutney, chaat masala, and salt to taste. Mix well and serve immediately.",https://hemamagesh.com/wp-content/uploads/2022/05/Aloo-chana-chaat-featured-image.jpg,70
Masala Corn,Indian,Snack,"CORN KERNELS, BUTTER, RED CHILI POWDER, CHAAT MASALA, LEMON, SALT",30,40,"1. Boil 2 cups corn kernels. 2. Heat 1 tbsp butter in a pan, add the boiled corn, and saute for 2-3 minutes.","1. Sprinkle red chili powder, chaat masala, and salt to taste. Squeeze lemon juice over the corn and serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/2016/08/masala-corn-recipe-2.jpg,70
Veg Cutlet,Indian,Snack,"POTATO, CARROT, GREEN PEAS, CORN KERNELS, ONION, GREEN CHILIES, GINGER, CORIANDER POWDER, RED CHILI POWDER, TURMERIC, SALT, BREAD CRUMBS, OIL",45,60,"1. Boil 4-5 potatoes and mash them. 2. Boil 1/2 cup green peas and 1/2 cup corn kernels. 3. Grate 1 carrot and chop 1 onion and 1-2 green chilies. 4. Heat 2 tbsp oil in a pan, saute the onions, ginger, and chilies.","1. Add the boiled potatoes, peas, corn, grated carrot, 1 tsp coriander powder, 1/2 tsp red chili powder, 1/2 tsp turmeric, and salt to taste. Mix well. 2. Shape the mixture into cutlets, coat with bread crumbs, and shallow fry in oil. Serve hot with chutney.",https://www.indianhealthyrecipes.com/wp-content/uploads/2023/06/cutlet-recipe-veg-cutlet.jpg,105
Bread Rolls,Indian,Snack,"BREAD, POTATO, ONION, GREEN CHILIES, GINGER, GARLIC, CORIANDER POWDER, RED CHILI POWDER, TURMERIC, SALT, OIL",30,45,"1. Boil 4-5 potatoes and mash them. 2. Heat 1 tbsp oil in a pan, add 1 chopped onion, and saute until golden brown. 3. Add 1 tsp ginger-garlic paste, 1-2 chopped green chilies, 1/2 tsp turmeric, 1 tsp coriander powder, 1/2 tsp red chili powder, and salt to taste. Stir well.","1. Stuff the bread slices with the mashed potato mixture. 2. Roll the bread slices, dip them in batter, and deep fry until golden brown. Serve hot with chutney.",https://www.indianhealthyrecipes.com/wp-content/uploads/2024/06/potato-bread-roll-recipe.jpg,75
Hara Bhara Kebab,Indian,Snack,"SPINACH, PANEER, POTATO, PEAS, ONION, GREEN CHILIES, GINGER, GARLIC, CUMIN, CORIANDER POWDER, RED CHILI POWDER, GARAM MASALA, BREAD CRUMBS, SALT, OIL",45,60,1. Boil 4-5 potatoes and mash them. 2. Blanch a bunch of spinach leaves and chop them finely. 3. Boil 1/2 cup green peas. 4. Grate 100g paneer and chop 1 onion and 1-2 green chilies.,"1. Heat 2 tbsp oil in a pan, sauté the onions and ginger-garlic paste. 2. Add the chopped spinach, peas, and mashed potatoes, and cook for 5 minutes. 3. Shape the mixture into kebabs, coat with bread crumbs, and shallow fry until golden brown. Serve with chutney.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/05/hara-bhara-kabab.jpg,105
Poha,Indian,Breakfast,"POHA, ONION, GREEN CHILIES, MUSTARD SEEDS, CURRY LEAVES, PEAS, POTATO, LEMON, SALT, TURMERIC, OIL",30,40,"1. Wash 2 cups poha under running water and set aside. 2. Heat 1 tbsp oil in a pan, add 1 tsp mustard seeds, curry leaves, and chopped green chilies. 3. Add 1 chopped onion and saute until translucent. 4. Add 1 diced potato and peas, and cook until soft.","1. Add poha to the pan, sprinkle turmeric and salt, mix well, and cook for 2-3 minutes. 2. Squeeze lemon juice and serve hot with coriander leaves.",https://www.indianhealthyrecipes.com/wp-content/uploads/2020/01/poha.jpg,70
Upma,Indian,Breakfast,"SEMOLINA, ONION, GREEN CHILIES, MUSTARD SEEDS, CURRY LEAVES, PEAS, CARROT, SALT, OIL, WATER",30,40,"1. Heat 1 tbsp oil in a pan, add mustard seeds, curry leaves, and chopped green chilies. 2. Add 1 chopped onion, saute until soft. 3. Add 1/2 cup chopped carrot and 1/4 cup peas.","1. Add 1 cup semolina (rava) and roast it for 2-3 minutes. 2. Boil 2 cups of water, add it to the semolina, and stir. 3. Cook for 3-4 minutes, then serve hot.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTY53aX95ngx4daNRLz5ykPUHXLCgUCB98Ltw&s,70
Idli,Indian,Breakfast,"RICE, URAD DAL, SALT",180,40,1. Soak 1 cup rice and 1/4 cup urad dal overnight. 2. Grind the rice and dal into a smooth batter. 3. Let the batter ferment for 12-24 hours.,"1. Grease idli molds and pour the batter into them. 2. Steam for 10-12 minutes, then serve hot with chutney and sambar.",https://www.indianhealthyrecipes.com/wp-content/uploads/2022/04/idli-recipe-500x500.jpg,220
Rava Idli,Indian,Breakfast,"SEMOLINA, YOGURT, MUSTARD SEEDS, GREEN CHILIES, CURRY LEAVES, CASHEWS, SALT, WATER, OIL",30,40,"1. Heat 1 tbsp oil in a pan, add mustard seeds, green chilies, curry leaves, and cashews. 2. Add 1 cup semolina (rava) and roast for 2-3 minutes.","1. Add 1/2 cup yogurt, 1/4 cup water, and salt, and mix into a smooth batter. 2. Grease idli molds, pour the batter, and steam for 10-12 minutes. Serve hot with chutney.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRjdTC6J5ZX1BDDulpbUKZXfK8XHTygmgk0g&s,70
Masala Dosa,Indian,Breakfast,"RICE, URAD DAL, POTATO, ONION, GREEN CHILIES, MUSTARD SEEDS, CURRY LEAVES, TAMARIND PASTE, SALT, OIL",120,80,"1. Soak 1 cup rice and 1/4 cup urad dal overnight. 2. Grind into a smooth batter, and let it ferment for 12-24 hours.","1. Prepare a filling by sautéing boiled potatoes, onions, green chilies, mustard seeds, curry leaves, tamarind paste, and salt. 2. Make thin dosa from the batter, fill with the potato mixture, and serve hot.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/06/masala-dosa-recipe.jpg,200
Plain Dosa,Indian,Breakfast,"RICE, URAD DAL, SALT",120,80,"1. Soak 1 cup rice and 1/4 cup urad dal overnight. 2. Grind into a smooth batter, and let it ferment for 12-24 hours.","1. Heat a griddle, pour a ladle of batter, and spread into a thin circle. 2. Cook until crispy and serve hot with chutney and sambar.",https://www.awesomecuisine.com/wp-content/uploads/2009/06/Plain-Dosa.jpg,200
Uttapam,Indian,Breakfast,"RICE, URAD DAL, ONION, TOMATO, GREEN CHILIES, CARROT, CURRY LEAVES, SALT, OIL",120,80,1. Soak 1 cup rice and 1/4 cup urad dal overnight. 2. Grind into a smooth batter and let it ferment for 12-24 hours.,"1. Pour the batter onto a heated griddle and top with chopped onions, tomatoes, green chilies, and grated carrots. 2. Cook until crispy and serve hot with chutney.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPdlM2cZKdgNNeW_B_nnajSJRfEtsBzxGiuA&s,200
Pesarattu,Indian,Breakfast,"GREEN GRAM, RICE, GINGER, GREEN CHILIES, ONION, SALT, OIL",120,80,"1. Soak 1 cup green gram overnight. 2. Grind it along with 1/4 cup rice, ginger, and green chilies into a smooth batter.","1. Pour the batter onto a heated griddle, spread into a thin circle, and cook until golden brown. Serve hot with chutney.",https://www.indianhealthyrecipes.com/wp-content/uploads/2014/11/pesarattu-recipe.jpg,200
Thepla,Indian,Breakfast,"WHEAT FLOUR, FENUGREEK LEAVES, CUMIN, RED CHILI POWDER, TURMERIC, SALT, OIL",30,40,"1. In a bowl, mix 2 cups wheat flour, 1/2 cup chopped fenugreek leaves, 1 tsp cumin seeds, 1/2 tsp red chili powder, 1/2 tsp turmeric, and salt.","1. Add water to make a smooth dough. 2. Roll into small balls, flatten, and cook on a griddle with oil until golden brown. Serve hot with yogurt or chutney.",https://www.indianhealthyrecipes.com/wp-content/uploads/2018/08/thepla-recipe-500x500.jpg,70
Akuri (Parsi-Style Scrambled Eggs),Indian,Breakfast,"EGGS, ONION, GREEN CHILIES, TOMATO, GINGER, CORIANDER, TURMERIC, SALT, BUTTER",30,40,"1. Heat 1 tbsp butter in a pan, saute 1 chopped onion, 1 chopped green chili, and 1 tsp ginger. 2. Add 2 chopped tomatoes and cook until soft.","1. Crack 2 eggs into the pan, stir continuously, and cook for 2-3 minutes. 2. Add turmeric, salt, and coriander leaves. Serve hot with bread or pav.",https://www.whiskaffair.com/wp-content/uploads/2017/11/Akuri-2-3.jpg,70
Moong Dal Cheela,Indian,Breakfast,"MOONG DAL, ONION, GREEN CHILIES, CUMIN, CORIANDER, SALT, OIL",30,40,"1. Soak 1 cup moong dal for 2-3 hours. 2. Grind the soaked dal into a smooth batter, adding chopped onions, green chilies, and salt.","1. Heat a griddle, pour a ladle of batter, and spread into a thin circle. 2. Cook until golden brown, flipping if needed. Serve hot with chutney.",https://www.indianhealthyrecipes.com/wp-content/uploads/2022/07/moong-dal-chilla.jpg,70
Neer Dosa,Indian,Breakfast,"RICE, COCONUT, SALT, WATER",120,80,"1. Soak 1 cup rice for 4-5 hours. 2. Grind rice with 1/4 cup coconut into a smooth batter, adding salt.","1. Pour the batter onto a heated griddle and spread into a thin layer. 2. Cook for 2-3 minutes, then serve hot with chutney or curry.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/12/neer-dosa-recipe.jpg,200
Chole Bhature,Indian,Lunch,"CHICKPEAS, ONION, TOMATO, GREEN CHILIES, GINGER, GARLIC, TAMARIND, CHOLE MASALA, SALT, FLOUR, YOGURT, OIL",120,80,"1. Soak 1 cup chickpeas overnight and boil. 2. Heat oil in a pan, saute onions, tomatoes, green chilies, ginger, and garlic.","1. Add chole masala, tamarind paste, boiled chickpeas, and salt. Cook until thick. 2. For bhature, mix flour, yogurt, and salt, knead into dough, and deep fry. Serve with chutney.","https://images.news18.com/ibnkhabar/uploads/2021/06/chole-bhature.jpg?im=FitAndFill,width=1200,height=900",200
Aloo Poori,Indian,Lunch,"WHEAT FLOUR, POTATO, ONION, GREEN CHILIES, CUMIN, CORIANDER POWDER, SALT, OIL",60,90,"1. Boil 2-3 potatoes and mash them. 2. Heat oil in a pan, saute chopped onions, green chilies, cumin seeds, and coriander powder.","1. Add mashed potatoes, salt, and cook for 5 minutes. 2. For poori dough, mix wheat flour and salt, knead into a smooth dough. 3. Roll out small balls and deep fry until golden brown. Serve hot with the potato mixture.",https://www.vegrecipesofindia.com/wp-content/uploads/2012/05/aloo-poori-recipe03-1.jpg,150
Gulab Jamun,Indian,Dessert,"MILK POWDER, ALL PURPOSE FLOUR, BAKING SODA, GHEE, MILK, SUGAR, WATER, CARDAMOM, ROSE WATER",10,15,"1. In a bowl, mix 1 cup milk powder, 1/4 cup all-purpose flour, and a pinch of baking soda. 2. Gradually add 1/4 cup milk and knead into a smooth dough. 3. Shape the dough into small balls.","1. Heat ghee in a pan. Fry the balls on low heat until golden brown. 2. In another pan, prepare sugar syrup with 1 cup sugar, 1 cup water, cardamom, and rose water. 3. Soak the fried balls in the syrup for 1-2 hours before serving.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3aJrkMZfZWaRkqQu36Y9TBzYlCrkKHvy7mw&s,25
Rasgulla,Indian,Dessert,"FULL_FAT MILK, LEMON, SUGAR, WATER, CARDAMOM",10,20,1. Boil 1 liter of full-fat milk. 2. Add lemon juice to curdle the milk. 3. Strain the curds and wash the chhena with cold water. 4. Knead the chhena into a smooth dough.,1. Roll the chhena into small balls. 2. Boil water with sugar and cardamom to prepare the syrup. 3. Add the balls to the syrup and cook for 10-15 minutes until they double in size. 4. Serve chilled.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSy8fgsUvkDA1DKvs_W5C1okrbaroFS_MLKZg&s,30
Jalebi,Indian,Dessert,"ALL PURPOSE FLOUR, CORNSTARCH, YOGURT, BAKING POWDER, SAFFRON, SUGAR, WATER, ROSE WATER, GHEE",15,20,"1. Mix 1 cup flour, 1 tbsp cornstarch, a pinch of baking powder, and 1 tbsp yogurt with water to form a thick batter. 2. Let it rest for 15 minutes. 3. Prepare sugar syrup by boiling 1 cup sugar, 1/2 cup water, saffron, and rose water.",1. Heat ghee in a pan. Fill the batter into a piping bag. 2. Squeeze the batter into spiral shapes and fry until crispy. 3. Dip the fried jalebis in the warm sugar syrup for 1-2 minutes and serve hot.,https://i0.wp.com/binjalsvegkitchen.com/wp-content/uploads/2023/10/Instant-Jalebi-H3.jpg?resize=600%2C904&ssl=1,35
Kheer (Rice Pudding),Indian,Dessert,"RICE, MILK, SUGAR, CARDAMOM, SAFFRON, ALMONDS, CASHEWS, RAISINS",10,30,"1. Wash 1/2 cup rice and soak it for 10 minutes. 2. Boil 4 cups milk and add soaked rice. 3. Cook on low heat until rice is soft and milk thickens. 4. Add sugar, cardamom, and saffron.","1. Stir occasionally and cook until the pudding reaches a creamy consistency. 2. Garnish with almonds, cashews, and raisins. 3. Serve chilled or warm.",https://shivanilovesfood.com/wp-content/uploads/2024/01/Creamy-Kheer-4.jpg,40
Gajar Ka Halwa,Indian,Dessert,"CARROT, MILK, SUGAR, GHEE, CARDAMOM, ALMONDS, CASHEWS",10,25,"1. Grate 3-4 carrots. 2. Heat 1 tbsp ghee in a pan, saute the grated carrots for 5-6 minutes. 3. Add 2 cups milk and cook until the milk is absorbed.",1. Add sugar and cardamom powder. Stir and cook for 10-15 minutes until it thickens. 2. Garnish with almonds and cashews. 3. Serve warm.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Cuisine_%28268%29_44.jpg/640px-Cuisine_%28268%29_44.jpg,35
Besan Ladoo,Indian,Dessert,"GRAM FLOUR, GHEE, SUGAR, CARDAMOM, CASHEWS, RAISINS",10,15,"1. Heat 1 cup ghee in a pan, add 1 cup gram flour, and roast on low heat for 10-12 minutes until golden brown and aromatic. 2. Add cardamom powder.","1. Add sugar and mix well. 2. Once the mixture cools slightly, shape it into round balls. 3. Garnish with cashews and raisins. 4. Let it cool completely before serving.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/09/besan-ladoo-recipe.jpg,25
Modak,Indian,Dessert,"RICE FLOUR, JAGGERY, COCONUT, GHEE, CARDAMOM, WATER",15,20,"1. In a pan, heat 1/2 cup ghee, add 1/2 cup grated coconut, and 1/2 cup jaggery. Cook until the jaggery melts. 2. Add cardamom powder for flavor.","1. Prepare a dough by mixing rice flour with warm water. 2. Shape the dough into small cups. 3. Stuff the coconut-jaggery mixture inside the dough, and shape it into a modak. 4. Steam the modaks for 10-12 minutes. 5. Serve hot.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLVlXSzEPd62-WfRGTqr6R4XMnHe4OR4HKzA&s,35
Mysore Pak,Indian,Dessert,"GRAM FLOUR, GHEE, SUGAR, WATER",10,15,"1. In a pan, heat 1 cup ghee. 2. Add 1/2 cup gram flour and roast until golden brown.","1. Add 1 cup sugar and 1/2 cup water to the pan and cook until the mixture thickens. 2. Once it reaches a fudge-like consistency, pour it into a greased tray and allow it to set. 3. Cut into pieces and serve.",https://static.toiimg.com/thumb/53376135.cms?imgsize=204335&width=800&height=800,25
Shrikhand,Indian,Dessert,"YOGURT, SUGAR, CARDAMOM, SAFFRON, PISTACHIOS, ALMONDS",10,5,"1. Strain 2 cups yogurt to remove excess water. 2. Add 1/2 cup sugar, cardamom powder, and saffron to the yogurt and mix well.",1. Garnish with pistachios and almonds. 2. Serve chilled.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpZZ26zhK5iatF8QBxheK-TMim0JAb2hEwag&s,15
Rabri,Indian,Dessert,"FULL_FAT MILK, SUGAR, CARDAMOM, SAFFRON, ALMONDS, PISTACHIOS",15,30,"1. Boil 1 liter of full-fat milk. 2. Reduce the milk by half on low heat, stirring frequently. 3. Add 1/2 cup sugar, cardamom, and saffron for flavor.",1. Continue to simmer until the milk thickens. 2. Garnish with almonds and pistachios. 3. Serve warm or chilled.,https://www.indianhealthyrecipes.com/wp-content/uploads/2020/10/rabri-rabdi.jpg,45
Kulfi,Indian,Dessert,"FULL_FAT MILK, SUGAR, CARDAMOM, ALMONDS, PISTACHIOS, SAFFRON",15,10,"1. Boil 1 liter milk, and reduce it to 1/3rd of the original quantity. 2. Add sugar, cardamom, and saffron to the milk.",1. Pour the mixture into kulfi molds and freeze for 6 hours or overnight. 2. Garnish with chopped almonds and pistachios before serving.,https://www.sharmispassions.com/wp-content/uploads/2016/06/MalaiKulfi2.jpg,25
Malpua,Indian,Dessert,"ALL PURPOSE FLOUR, SUGAR, CARDAMOM, MILK, GHEE",10,15,"1. Mix 1 cup all-purpose flour, 1/2 cup sugar, and cardamom powder. 2. Add milk to make a thick batter.",1. Heat ghee in a pan. Pour spoonfuls of the batter into the ghee and fry until golden. 2. Serve with sugar syrup or honey.,https://www.indianhealthyrecipes.com/wp-content/uploads/2021/12/malpua.jpg,25
Coconut Barfi,Indian,Dessert,"GRATED COCONUT, SUGAR, MILK, GHEE, CARDAMOM",10,15,"1. In a pan, heat 1 cup grated coconut with 1/2 cup sugar. 2. Add 1/2 cup milk and cook until the mixture thickens.",1. Grease a tray and pour the mixture into it. 2. Let it set for 30 minutes before cutting into pieces. 3. Garnish with cardamom and serve.,https://www.indianhealthyrecipes.com/wp-content/uploads/2022/07/coconut-burfi-coconut-barfi.jpg,25
Badam Halwa,Indian,Dessert,"ALMONDS, GHEE, MILK, SUGAR, CARDAMOM",15,20,1. Soak 1/2 cup almonds in hot water for 10 minutes. 2. Peel the almonds and grind into a paste.,"1. Heat 1/2 cup ghee in a pan, add almond paste and cook until aromatic. 2. Add milk, sugar, and cardamom. Cook until it thickens. 3. Serve warm.",https://shwetainthekitchen.com/wp-content/uploads/2022/10/Badam-Halwa.jpg,35
Rasmalai,Indian,Dessert,"MILK, SUGAR, CARDAMOM, SAFFRON, CHHENA, ROSE WATER",15,20,"1. Prepare rasgullas using milk and lemon juice. 2. In another pan, boil milk with sugar and cardamom. Add saffron and rose water.",1. Soak the rasgullas in the milk syrup. 2. Garnish with chopped pistachios and serve chilled.,https://www.indianhealthyrecipes.com/wp-content/uploads/2013/10/rasmalai-recipe-1.jpg,35
Masala Chai,Indian,Drink,"WATER, TEA LEAVES, MILK, SUGAR, GINGER, CARDAMOM, CLOVES, CINNAMON, FENNEL SEEDS",5,10,"1. Boil 1 cup water in a pot. 2. Add crushed ginger, cardamom, cloves, cinnamon, and fennel seeds. 3. Let the spices infuse for 2-3 minutes.",1. Add 2 tsp tea leaves and boil for another 2 minutes. 2. Pour in 1 cup milk and sugar to taste. 3. Let the tea simmer for 2 minutes. 4. Strain and serve hot.,https://foodandroad.com/wp-content/uploads/2021/04/masala-chai-indian-drink-3.jpg,15
Filter Coffee,South Indian,Drink,"COFFEE POWDER, WATER, MILK, SUGAR",5,10,1. Boil water and pour it into the coffee filter. 2. Add 1-2 tbsp coffee powder to the filter.,"1. Let the coffee drip through the filter for 5-7 minutes. 2. In a cup, add boiled milk and sugar to taste. 3. Pour the filtered coffee into the cup and stir. 4. Serve hot.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAnlcMD1wqeHYIRamyXE35xkYanY4fQfz21g&s,15
Lassi (Sweet),Indian,Drink,"YOGURT, WATER, SUGAR, ROSE WATER, ICE",5,5,"1. In a blender, combine 1 cup yogurt, 1/2 cup water, and 2 tbsp sugar. 2. Add 1 tsp rose water.",1. Blend until smooth. 2. Add ice cubes and blend again. 3. Serve chilled with a garnish of rose petals or cardamom powder.,https://www.indianveggiedelight.com/wp-content/uploads/2023/01/sweet-lassi-recipe-featured.jpg,10
Lassi (Salted),Indian,Drink,"YOGURT, WATER, SALT, ROASTED CUMIN POWDER, MINT LEAVES",5,5,"1. In a blender, combine 1 cup yogurt and 1/2 cup water. 2. Add 1/4 tsp salt and 1/2 tsp roasted cumin powder.",1. Blend until smooth. 2. Garnish with mint leaves. 3. Serve chilled.,https://cdn3.foodviva.com/static-content/food-images/north-indian-recipes/salted-lassi/salted-lassi.jpg,10
Buttermilk,Indian,Drink,"YOGURT, WATER, SALT, ROASTED CUMIN POWDER, CORIANDER",5,5,"1. In a blender, mix 1 cup yogurt and 2 cups water. 2. Add salt and roasted cumin powder to taste.",1. Blend until smooth. 2. Garnish with chopped coriander leaves. 3. Serve chilled.,https://cdn3.foodviva.com/static-content/food-images/north-indian-recipes/salted-lassi/salted-lassi.jpg,10
Aam Panna,Indian,Drink,"RAW MANGOES, SUGAR, SALT, BLACK SALT, CUMIN POWDER, MINT LEAVES",10,15,"1. Boil 2 raw mangoes until soft. 2. Peel the mangoes and extract the pulp. 3. Add sugar, salt, black salt, and cumin powder to taste.",1. Blend the pulp with 1 cup water and mint leaves. 2. Serve chilled with ice cubes.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiR575KhfAQgjqy_ot9ZqspUvHIcpNL0D4Eg&s,25
Nimbu Pani,Indian,Drink,"LEMON, WATER, SUGAR, SALT, CUMIN POWDER, MINT LEAVES",5,5,"1. Squeeze the juice of 2 lemons into a glass. 2. Add 1-2 tsp sugar, a pinch of salt, and cumin powder.",1. Add 1 cup water and stir until the sugar dissolves. 2. Garnish with mint leaves and serve chilled.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-pqyA_On-5rgpumy9JLEHloNHxKSCORr4Dw&s,10
Jaljeera,Indian,Drink,"CUMIN, CORIANDER POWDER, GINGER, LEMON, MINT LEAVES, BLACK SALT, SUGAR",5,5,"1. Roast 1 tsp cumin seeds and grind it into powder. 2. In a glass, add 1 tsp roasted cumin powder, 1/4 tsp coriander powder, ginger, black salt, and sugar.","1. Add 1 tbsp lemon juice, mint leaves, and 1 cup water. 2. Stir well and serve chilled.",https://spicecravings.com/wp-content/uploads/2021/07/Jaljeera-3.jpg,10
Thandai,Indian,Drink,"ALMONDS, CASHEWS, PISTACHIOS, FENNEL SEEDS, PEPPERCORNS, CARDAMOM, SAFFRON, MILK, SUGAR",15,15,"1. Soak 10 almonds, 10 cashews, and 10 pistachios in water for 2-3 hours. 2. Grind them with fennel seeds, peppercorns, cardamom, and saffron to make a paste.",1. Boil 1 cup milk and add the paste along with 1/4 cup sugar. 2. Let it cool and serve chilled.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP7iAd2D0k3W9gUZ19TyVkgoiz4u8Ym7ofjQ&s,30
Medu Vada,South Indian,Snack,"URAD DAL, RICE, GINGER, GREEN CHILIES, CUMIN, CURRY LEAVES, SALT, OIL",10,20,"1. Soak 1 cup urad dal and 1/4 cup rice for 4-5 hours. 2. Grind the dal and rice mixture into a smooth batter. 3. Add chopped ginger, green chilies, cumin seeds, curry leaves, and salt.",1. Heat oil in a pan. Shape the batter into small donuts and fry until golden brown. 2. Serve with chutney.,https://www.sharmispassions.com/wp-content/uploads/2011/01/MeduVadai3.jpg,30
Dahi Vada,Indian,Snack,"URAD DAL, RICE, YOGURT, CUMIN POWDER, SALT, CORIANDER, TAMARIND CHUTNEY",10,20,1. Soak 1 cup urad dal and 1/4 cup rice for 4-5 hours. 2. Grind the mixture into a smooth batter.,"1. Fry the batter into small vadas and soak them in warm water for 5 minutes. 2. Dip the vadas in yogurt and garnish with cumin powder, salt, and tamarind chutney. 3. Serve chilled.",https://www.vegrecipesofindia.com/wp-content/uploads/2021/01/dahi-vada-recipe-1-500x500.jpg,30
Ven Pongal,South Indian,Main Course,"RICE, MOONG DAL, GINGER, BLACK PEPPER, CUMIN, CASHEWS, GHEE, CURRY LEAVES",10,20,"1. Wash 1 cup rice and 1/4 cup moong dal. 2. In a pan, roast the dal for 3-4 minutes.","1. Cook the rice and dal mixture in 3 cups of water. 2. In another pan, heat ghee, add cumin seeds, ginger, black pepper, and curry leaves. 3. Add the tempering to the cooked rice-dal mixture. 4. Serve hot.",https://www.indianhealthyrecipes.com/wp-content/uploads/2021/01/pongal-ven-pongal-500x500.jpg,30
Mysore Bonda,South Indian,Snack,"URAD DAL, RICE, GINGER, GREEN CHILIES, CUMIN, CURRY LEAVES, OIL",10,20,"1. Soak 1 cup urad dal and 1/4 cup rice for 4-5 hours. 2. Grind the mixture into a smooth batter. 3. Add chopped ginger, green chilies, cumin seeds, curry leaves, and salt.",1. Heat oil in a pan. Shape the batter into small balls and fry until golden brown. 2. Serve with chutney.,https://www.indianhealthyrecipes.com/wp-content/uploads/2016/04/mysore-bonda-1.jpg,30
Pachadi (Yogurt-Based Side Dish),South Indian,Side Dish,"YOGURT, CUCUMBER, CARROT, GREEN CHILIES, MUSTARD SEEDS, CURRY LEAVES, SALT, OIL",5,10,"1. Grate cucumber and carrot. 2. In a bowl, mix the grated vegetables with 1 cup yogurt.","1. In a pan, heat oil, add mustard seeds and curry leaves. 2. Pour the tempering over the yogurt mixture and mix well. 3. Serve chilled.",https://www.sharmispassions.com/wp-content/uploads/2022/08/cucumber-pachadi5.jpg,15
Kuzhambu (Tamarind-Based Curry),South Indian,Main Course,"TAMARIND, CARROT, PEAS, BEANS, POTATO, ONION, SAMBAR POWDER, TURMERIC, MUSTARD SEEDS, CURRY LEAVES, OIL",10,20,"1. Soak tamarind in water and extract the juice. 2. Cut vegetables like brinjal, okra, and drumsticks into pieces.","1. Heat oil in a pan, add mustard seeds and curry leaves. 2. Add the vegetables and cook for 5 minutes. 3. Add tamarind juice, sambar powder, turmeric, and salt. 4. Cook for 10-15 minutes and serve hot.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.archanaskitchen.com%2Forange-peel-kuzhambu-recipe-orange-peel-tamarind-based-curry&psig=AOvVaw1DKcMa5_MpuUhSk-PTrDFO&ust=1736441417271000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCKiH2srK5ooDFQAAAAAdAAAAABAE,30
Pizza (Veg),Italian,Main Course,"PIZZA DOUGH, TOMATO SAUCE, CHEESE, BELL PEPPERS, OLIVES, MUSHROOMS, ONION, OREGANO, BASIL",20,15,1. Preheat the oven to 220�0.5C. 2. Roll out the pizza dough to your desired thickness. 3. Spread tomato sauce over the dough.,"1. Top with cheese, bell peppers, olives, mushrooms, onions, oregano, and basil. 2. Bake for 12-15 minutes until the crust is golden and the cheese is bubbly. 3. Serve hot.",https://www.indianhealthyrecipes.com/wp-content/uploads/2015/10/pizza-recipe-1.jpg,35
